"impacto_presupuestario_anio","impacto_presupuestario_mes","jurisdiccion_id","jurisdiccion_desc","servicio_id"," servicio_desc","programa_id","programa_desc","ejercicio_presupuestario","subprograma_desc","proyecto_id","proyecto_desc","actividad_id","actividad_desc","obra_id","obra_desc","fuente_financiamiento_id_desc",,"clasificador_economico_8_digitos_id","clasificador_economico_8_digitos_desc","inciso_id","inciso_desc","principal_id","principal_desc","parcial_id","parcial_desc","subparcial_id","subparcial_desc","credito_presupuestado","credito_vigente","credito_devengado"
"2019","6","51","Ministerio de Producción y Trabajo","350","Secretaría de Gobierno de Trabajo y Empleo","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Impulso a Políticas Preventivas Sistemáticas, Sensibles al Género, Integradas y no Discriminatorias (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","2","Alquileres y Derechos","1","Alquiler de Edificios y Locales","0","Alquiler de Edificios y Locales","150000","150000","0"
"2019","6","51","Ministerio de Producción y Trabajo","350","Secretaría de Gobierno de Trabajo y Empleo","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Impulso a Políticas Preventivas Sistemáticas, Sensibles al Género, Integradas y no Discriminatorias (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","5","Servicios Comerciales y Financieros","3","Imprenta, Publicaciones y Reproducciones","0","Imprenta, Publicaciones y Reproducciones","250000","50000","0"
"2019","6","51","Ministerio de Producción y Trabajo","350","Secretaría de Gobierno de Trabajo y Empleo","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Impulso a Políticas Preventivas Sistemáticas, Sensibles al Género, Integradas y no Discriminatorias (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","7","Pasajes y Viáticos","1","Pasajes","0","Pasajes","292500","92500","0"
"2019","6","51","Ministerio de Producción y Trabajo","350","Secretaría de Gobierno de Trabajo y Empleo","1","Actividades Centrales","0","Actividades Centrales","0","Actividades Centrales","40","Impulso a Políticas Preventivas Sistemáticas, Sensibles al Género, Integradas y no Discriminatorias (PPG)","0","Actividades Centrales","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","7","Pasajes y Viáticos","2","Viáticos","0","Viáticos","231500","231500","0"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","1","Productos Alimenticios, Agropecuarios y Forestales","1","Alimentos para Personas","0","Alimentos para Personas","100000","100000","0"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","3","Productos de Papel, Cartón e Impresos","1","Papel de Escritorio y Cartón","0","Papel de Escritorio y Cartón","40000","40000","0"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","3","Productos de Papel, Cartón e Impresos","2","Papel para Computación","0","Papel para Computación","50000","50000","0"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","1","Compuestos Químicos","0","Compuestos Químicos","15000000","15000000","0"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","7","Pasajes y Viáticos","1","Pasajes","0","Pasajes","1250000","1250000","0"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","7","Pasajes y Viáticos","2","Viáticos","0","Viáticos","750000","750000","0"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","7","Pasajes y Viáticos","9","Otros N.E.P.","0","Otros N.E.P.","100000","100000","0"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","9","Otros Servicios","1","Servicios de Ceremonial","0","Servicios de Ceremonial","17710000","17710000","2192825,58"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","9","Otros Servicios","9","Otros N.E.P.","0","Otros N.E.P.","2906633","2906633","0"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21712000","A Instituciones Privadas Sin Fines de Lucro","5","Transferencias","1","Transf. al Sector Privado para Financiar Gastos Corrientes","5","Transferencias a Instituciones de Enseñanza","0","Transferencias a Instituciones de Enseñanza","10000000","8000000","0"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21712000","A Instituciones Privadas Sin Fines de Lucro","5","Transferencias","1","Transf. al Sector Privado para Financiar Gastos Corrientes","6","Transf.para Activ. Cientificas o Académicas","9999","Sin discriminar","5000000","5000000","0"
"2019","6","70","Ministerio de Educación, Cultura, Ciencia y Tecnología","330","Ministerio de Educación, Cultura, Ciencia y Tecnología","44","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","0","Mejoramiento de la Calidad Educativa","40","Fortalecimiento de la Educación Sexual Integral (PPG)","0","Mejoramiento de la Calidad Educativa","1.1 - Tesoro Nacional",,"21723100","A los Gobiernos Provinciales","5","Transferencias","7","Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes","1","Transferencias a Gobiernos Provinciales","3009","Otros Organismos Provinciales","50000000","50000000","30233350,5"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","17","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","45","Salud Integral en la Adolescencia (PPG)","0","Atención de la Madre y el Niño","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","1","Productos Alimenticios, Agropecuarios y Forestales","1","Alimentos para Personas","0","Alimentos para Personas","10000","10000","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","17","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","45","Salud Integral en la Adolescencia (PPG)","0","Atención de la Madre y el Niño","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","3","Productos de Papel, Cartón e Impresos","1","Papel de Escritorio y Cartón","0","Papel de Escritorio y Cartón","11761","11761","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","17","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","45","Salud Integral en la Adolescencia (PPG)","0","Atención de la Madre y el Niño","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","2","Utiles de Escritorio, Oficina y Enseñanza","0","Utiles de Escritorio, Oficina y Enseñanza","10000","10000","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","17","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","45","Salud Integral en la Adolescencia (PPG)","0","Atención de la Madre y el Niño","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","5","Servicios Comerciales y Financieros","3","Imprenta, Publicaciones y Reproducciones","0","Imprenta, Publicaciones y Reproducciones","400000","400000","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","17","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","45","Salud Integral en la Adolescencia (PPG)","0","Atención de la Madre y el Niño","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","5","Servicios Comerciales y Financieros","9","Otros N.E.P.","0","Otros N.E.P.","150000","150000","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","17","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","45","Salud Integral en la Adolescencia (PPG)","0","Atención de la Madre y el Niño","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","7","Pasajes y Viáticos","1","Pasajes","0","Pasajes","450000","450000","179208,88"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","17","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","0","Atención de la Madre y el Niño","45","Salud Integral en la Adolescencia (PPG)","0","Atención de la Madre y el Niño","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","7","Pasajes y Viáticos","2","Viáticos","0","Viáticos","447634","447634","43629,5"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","1","Productos Alimenticios, Agropecuarios y Forestales","1","Alimentos para Personas","0","Alimentos para Personas","19110","19110","6793"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","3","Productos de Papel, Cartón e Impresos","1","Papel de Escritorio y Cartón","0","Papel de Escritorio y Cartón","12740","12740","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","3","Productos de Papel, Cartón e Impresos","3","Productos de Artes Gráficas","0","Productos de Artes Gráficas","0","0","3025"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","2","Productos Farmacéuticos y Medicinales","0","Productos Farmacéuticos y Medicinales","2809797","3709797","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","2","Utiles de Escritorio, Oficina y Enseñanza","0","Utiles de Escritorio, Oficina y Enseñanza","25480","25480","3141"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","5","Utiles Menores Médico, Quirúrgico y de Laboratorio","0","Utiles Menores Médico, Quirúrgico y de Laboratorio","0","0","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","6","Repuestos y Accesorios","0","Repuestos y Accesorios","0","0","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","4","Servicios Técnicos y Profesionales","9","Otros N.E.P.","0","Otros N.E.P.","944842","944842","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","5","Servicios Comerciales y Financieros","1","Transporte","0","Transporte","9555","9555","4253,77"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","5","Servicios Comerciales y Financieros","2","Almacenamiento","0","Almacenamiento","183783","183783","90000"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","5","Servicios Comerciales y Financieros","3","Imprenta, Publicaciones y Reproducciones","0","Imprenta, Publicaciones y Reproducciones","3920","3920","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","5","Servicios Comerciales y Financieros","9","Otros N.E.P.","0","Otros N.E.P.","14651","14651","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","7","Pasajes y Viáticos","1","Pasajes","0","Pasajes","17640","17640","5135,54"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21222000","Servicios No Personales","3","Servicios No Personales","7","Pasajes y Viáticos","2","Viáticos","0","Viáticos","73255","73255","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21721300","A las Universidades Nacionales","5","Transferencias","6","Transferencias a Universidades Nacionales","1","Transferencias a Univ. Nac. p/financiar Gastos Corrientes","848","Universidades sin Discriminar","2174057","1274057","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21723100","A los Gobiernos Provinciales","5","Transferencias","7","Transf. a Inst. Prov. y Mun. para Fin. Gastos Corrientes","1","Transferencias a Gobiernos Provinciales","3001","Administración Central Provincial","715000","715000","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","2","Apoyo a la Reproducción Médicamente Asistida (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"22114000","Maquinaria y Equipo","4","Bienes de Uso","3","Maquinaria y Equipo","3","Equipo Sanitario y de Laboratorio","0","Equipo Sanitario y de Laboratorio","0","1650000","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","41","Desarrollo de la Salud Sexual y la Procreación Responsable (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","1","Productos Alimenticios, Agropecuarios y Forestales","1","Alimentos para Personas","0","Alimentos para Personas","30000","30000","131057,27"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","41","Desarrollo de la Salud Sexual y la Procreación Responsable (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","3","Productos de Papel, Cartón e Impresos","1","Papel de Escritorio y Cartón","0","Papel de Escritorio y Cartón","24000","24000","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","41","Desarrollo de la Salud Sexual y la Procreación Responsable (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","3","Productos de Papel, Cartón e Impresos","3","Productos de Artes Gráficas","0","Productos de Artes Gráficas","4000000","4000000","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","41","Desarrollo de la Salud Sexual y la Procreación Responsable (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","3","Productos de Papel, Cartón e Impresos","4","Productos de Papel y Cartón","0","Productos de Papel y Cartón","0","0","1000"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","41","Desarrollo de la Salud Sexual y la Procreación Responsable (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","3","Productos de Papel, Cartón e Impresos","5","Libros, Revistas y Periódicos","0","Libros, Revistas y Periódicos","2000000","2000000","0"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","41","Desarrollo de la Salud Sexual y la Procreación Responsable (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","1","Compuestos Químicos","0","Compuestos Químicos","5523241","5523241","948060"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","41","Desarrollo de la Salud Sexual y la Procreación Responsable (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","2","Productos Farmacéuticos y Medicinales","0","Productos Farmacéuticos y Medicinales","230000000","230000000","101941145,25"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","41","Desarrollo de la Salud Sexual y la Procreación Responsable (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","5","Productos Químicos, Combustibles y Lubricantes","6","Combustibles y Lubricantes","0","Combustibles y Lubricantes","0","0","1500"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","41","Desarrollo de la Salud Sexual y la Procreación Responsable (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","2","Utiles de Escritorio, Oficina y Enseñanza","0","Utiles de Escritorio, Oficina y Enseñanza","30000","30000","617,98"
"2019","6","85","Ministerio de Salud y Desarrollo Social","310","Secretaría de Gobierno de Salud","25","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","0","Desarrollo de la Salud Sexual y la Procreación Responsable","41","Desarrollo de la Salud Sexual y la Procreación Responsable (PPG)","0","Desarrollo de la Salud Sexual y la Procreación Responsable","1.1 - Tesoro Nacional",,"21221000","Bienes de Consumo","2","Bienes de Consumo","9","Otros Bienes de Consumo","5","Utiles Menores Médico, Quirúrgico y de Laboratorio","0","Utiles Menores Médico, Quirúrgico y de Laboratorio","38400000","38400000","4609784,4"
